-10,50
-10,55
-10,60
-10,65
-10,70
-10,75
-10,80
-10,85
-10,90
-10,95
-10,100
-10,105
-10,110
-10,115
-10,120
-10,125
-80,96
-80,101
-80,106
-80,111
-80,116
-80,121
-80,126
-80,131
-80,136
-80,141
-80,146
-80,151
-60,96
-60,101
-60,106
-60,111
-60,116
-60,121
-60,126
-60,131
-60,136
-60,141
-60,146
-60,151
-100,110
-95,110
-90,110
-85,110
-80,110
-60,150
-55,150
-50,150
-45,150
-40,150
-35,150
-30,150
-25,150
-20,150
-15,150
-10,150
-5,150
0,150
5,150
-30,70
-30,75
-30,80
-30,85
-30,90
-30,95
-40,50
-35,50
-30,50
-25,50
-20,50
-15,50
-10,50
-30,30
-30,35
-30,40
-30,45
-10,10
-10,15
-10,20
-83,10
-78,10
-23,10
-18,10
-13,10
-85,30
-85,35
-85,40
-85,45
-100,30
-95,30
-90,30
-85,30
-80,30
-75,30
-65,-5
-65,0
-65,5
-65,10
-85,185
-80,185
-75,185
-70,185
-65,185
-60,185
-55,185
-50,185
-75,185
-75,190
-75,195
-52,165
-52,170
-52,175
-52,180
-80,70
-75,70
-70,70
-65,70
-60,70
-55,70
-50,70
-45,70
-40,70
-35,70
-60,40
-60,45
-60,50
-60,55
-60,25
-60,30
-60,35
-5,74
0,74
5,74
10,110
10,115
10,120
10,125
10,130
10,25
10,30
10,35
10,40
10,45
10,50
10,55
10,60
10,65
10,70
10,75
10,80
10,85
10,90
45,85
50,85
55,85
60,85
65,85
70,85
75,85
80,85
85,85
90,85
95,85
85,85
85,90
85,95
85,100
85,105
85,110
85,115
85,120
85,125
85,130
85,135
85,140
85,145
15,10
20,10
25,10
30,10
35,10
40,10
45,10
50,10
55,10
60,10
65,10
70,10
75,10
80,10
65,-5
65,0
65,5
65,10
40,60
40,65
40,70
15,40
20,40
25,40
30,40
35,40
50,40
55,40
60,40
65,40
70,40
75,40
80,40
85,40
90,40
95,40
30,75
30,80
30,85
30,90
30,95
30,100
30,105
30,110
30,165
50,90
50,95
50,100
50,105
50,110
50,115
50,120
50,125
50,130
50,135
50,140
50,145
30,181
35,181
50,70
55,70
60,70
65,70
70,70
75,70
80,70
85,60
85,65
85,70
5,-135
5,-130
5,-125
5,-120
5,-115
5,-110
-5,-110
0,-110
5,-90
5,-70
5,-65
5,-60
5,-55
-90,-50
-90,-45
-90,-40
-90,-35
-90,-30
-90,-25
-90,-20
-90,-15
-90,-10
-85,-10
-80,-10
-75,-10
15,-35
20,-35
25,-35
76,-50
76,-45
76,-40
76,-35
76,-30
76,-25
76,-20
-25,-20
-20,-20
-15,-20
10,-20
15,-20
-15,-40
-15,-35
-15,-30
-15,-25
-10,-120
-10,-115
-10,-110
-10,-105
-10,-100
-10,-95
-10,-90
-10,-85
-10,-80
-10,-75
50,-55
55,-55
60,-55
65,-55
70,-55
75,-55
-30,-120
-30,-115
-30,-110
-30,-105
-30,-100
-30,-95
-30,-90
-30,-85
-30,-80
-30,-75
20,-100
20,-95
20,-90
20,-85
20,-80
20,-75
20,-70
20,-115
25,-115
30,-115
35,-115
40,-115
45,-115
50,-115
55,-115
-20,-55
-15,-55
-10,-55
-5,-55
0,-55
5,-55
10,-55
15,-55
20,-55
-70,-120
-65,-120
-35,-120
-30,-120
-70,-80
-70,-75
-70,-70
-70,-65
-70,-60
-70,-55
-70,-50
-70,-45
-70,-40
-70,-35
-60,-30
-55,-30
-50,-30
-90,-150
-90,-145
-90,-140
-90,-135
-90,-130
-90,-125
-90,-75
-90,-100
-85,-100
-80,-100
-75,-100
-70,-100
-65,-100
-60,-100
-55,-100
-50,-100
-100,-135
-95,-135
-90,-135
-55,-160
-25,-160
-20,-160
-15,-160
-10,-160
-5,-160
0,-160
5,-160
20,-140
25,-140
30,-140
35,-140
70,-140
75,-140
0,-160
5,-160
10,-160
15,-160
20,-160
25,-160
30,-160
35,-160
40,-160
45,-160
60,-180
-65,-140
-60,-140
-55,-140
-50,-140
-45,-140
-40,-140
-35,-140
-30,-140
-25,-140
-70,-155
-70,-150
-70,-145
-70,-140
40,-80
45,-80
50,-80
55,-80
60,-80
65,-80
70,-80
75,-80
86,-100
91,-100
96,-100
40,-100
45,-100
50,-100
55,-100
60,-100
65,-100
80,-180
80,-175
80,-85
80,-80
80,-75
50,-196
50,-191
50,-186
50,-181
-65,-180
-60,-180
-55,-180
-50,-180
-45,-180
-40,-180
-35,-180
-30,-180
-25,-180
-20,-180
-15,-180
